team,main,id,title,author,journal,number,cites,year,cid,pubid
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital: Concepts and applications,M Woolcock,Overheads from a talk dated January,"18, 2002",2,2002,9354730625206007203,kVjdVfd2voEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social Capital in Theory and Practice,M Woolcock,Social Capital and Poverty,,2,2001,3724598044344283196,WP_jKstdCMYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Becoming pucca: Strategies for survival and mobility in Delhi slums,"L Coutinho, V Rao, M Woolcock","Washington, DC: The World Bank, forthcoming",,2,2000,12888125714558256075,9pM33mqn1YgC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"The Economic Sociology of Immigration: Essays on Networks, Ethnicity and Entrepreneurship (review)",MJV Woolcock,Acta Sociologica,"40 (2), 211-217",2,1997,3579230963656882971,HbR8gkJAVGIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Induced development and the dilemmas of social sustainability: Lessons from a comparative study of group-based financial institutions,M Woolcock,"Ninth International Conference on SocioEconomics, Montreal, Canada",,2,1997,2019953054003397900,GtLg2Ama23sC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Banking with the poor in developing economies: Lessons from ‘People’s Banks’ in the late nineteenth and late twentieth centuries,M Woolcock,Eighth World Congress of Social Economics,,2,1996,9159597142996291560,jL-93Qbq4QoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Fiscal policy in fragile situations: Flying in fog with limited instrumentation,"G Milante, M Woolcock",Macroeconomic Policy in Fragile States,271-296,1,2021,193875397503964126,q2DxgONcQ68C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Why does Hirschmanian development remain mired on the margins? Because implementation (and reform) really is 'a long voyage of discovery',M Woolcock,CID Working Papers,,1,2019,7569080188191438728,vQNBHXYRXdUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Implementing adaptive approaches in real world scenarios,"K Bridges, M Woolcock","World Bank, Washington, DC",,1,2019,16274233680211486398,jNumyIlXk58C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Alternative Paths to Public Financial Management and Public Sector Reform: Experiences from East Asia,"S So, M Woolcock, L April, C Hughes",World Bank Publications,,1,2018,7708075098396544580,gC9vZy1QUBAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Scaling PDIA solutions through broad agency, and your role","M Andrews, L Pritchett, M Woolcock",CID Working Paper,,1,2016,8498105845660607724,NrcdxztAscQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital and development: experiences from Asia,M Woolcock,The Dynamics of Social Capital and Civic Engagement in Asia,38-50,1,2012,2160173714591571249,qoKP6G9emhYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Assessing the efficacy and institutional impacts of Cash on Delivery aid: The necessity but insufficiency of a demand-side emphasis,M Woolcock,"Background paper, Center for Global Development",,1,2008,14486095663935202096,dshw04ExmUIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The social life of academic articles: some reflections on the making and impact of “Social capital and economic development”,M Woolcock,Theory and Society,"50 (3), 381-392",0,2021,NA,aPC4W50LcyUC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"COVID, climate change, conflict, and global poverty","R Hoksbergen, M Woolcock","Christian Relief, Development, and Advocacy: The Journal of the Accord …",,0,2021,NA,QC1gR0-g_BgC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The sounds of development: Musical representations as (an) other source of development knowledge,"D Lewis, D Rodgers, M Woolcock",London School of Economics,,0,2020,NA,0U2LDkvwOo4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Assessing and interpreting complex development interventions: Three key principles and two (intractable?) conundrums,M Woolcock,Changing Dimensions of the International Development System: New Realities …,,0,2020,NA,Yc4pXcQx_ZsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,How China Escaped the Poverty Trap (review),M Woolcock,Governance,"30 (3), 526-527",0,2017,NA,qOaYyCndSXEC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Critical elements for ensuring the success of more inclusive social policies,M Woolcock,World Social Science Report,2016: Challenging Inequalities; Pathways to a …,0,2016,NA,Zk83zdSX4-UC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Problem-Driven Iterative Adaptation (PDIA) and education system reform,M Woolcock,International Conference on Education Systems,,0,2016,NA,5pGZGXnFQ_sC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Embracing complexity for development work: The case for case studies,M Woolcock,,,0,2016,NA,GU5qFXB69o4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Can film offer an (other) authoritative source of development knowledge?,"D Lewis, D Rodgers, M Woolcock",South Asia@ LSE,,0,2014,NA,xyKys1DtkaQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Conclusion: popular representations of development–taking stock, moving forward","D Lewis, D Rodgers, M Woolcock",Popular Representations of Development,259-268,0,2014,NA,hnLuywnv79wC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,A Tale of Two Cultures: Qualitative and Quantitative Research in the Social Sciences (review),M Woolcock,Governance,"26 (4), 693-696",0,2013,NA,rmuvC79q63oC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Why dry academic journals are not the only source on development,"D Lewis, D Rodgers, M Woolcock",Guardian,,0,2013,NA,XUvXOeBm_78C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,What can we learn from popular representations of development?,"D Lewis, D Rodgers, M Woolcock",WIDER Angle,,0,2013,NA,L1USKYWJimsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Impact evaluation in practice,M Woolcock,"Washington, DC: World Bank",,0,2012,NA,l04XxKJJ8swC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The past as a foreign country: Taking history and historians seriously in development,M Woolcock,Text. Let’s Talk Development. March,5,0,2012,NA,E2dP09oujfMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,CDD and local conflict: part of the problem or part of a solution?,"P Barron, R Diprose, M Woolcock",The World Bank,,0,2010,NA,7LH0YzRCML8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Local Conflict and Development Projects in Indonesia,M Woolcock,"MIT, MIT",,0,2009,NA,A-tbffQ4IL8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Applying Mixed Methods Research to Participatory Development Projects and Local Conflict Mediation: A Case Study from Indonesia1,"R Diprose, CQ Smith, K Whiteside, M Woolcock, A Tashakkori, C Teddlie",,,0,2008,NA,_-QPzy9dQywC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Urbanization in India: Sociological Contributions (review),M Woolcock,Journal of Regional Science,"46 (2), 405-406",0,2006,NA,MhiOAD_qIWkC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Mixing qualitative and econometric methods: Community-level applications,"V Rao, M Woolcock",Measuring Empowerment: Cross-Disciplinary Perspectives (edited by Deepa …,,0,2005,NA,pcZehKZDzkAC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social Capital,M Woolcock,Encyclopedia of Community,,0,2003,NA,PGOTqER0XmoC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,One World Ready or Not,"A Dean, G Monbiot, Z Sardar, M Woolcock, P Adams",Radio Adelaide,,0,2003,NA,OiA2aNrLN7MC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Beyond the Washington consensus: Managing change, conflict and transitions","M Woolcock, R Sharp",Radio Adelaide,,0,2003,NA,TlpoogIpr_IC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Dry Bones Rattling: Community Building to Revitalize American Democracy (review),M Woolcock,Contemporary Sociology,"32 (1), 71-72",0,2003,NA,SdhP9T11ey4C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Qualitative and Mixed Methods in Poverty and Inequality Analysis,M Woolcock,,,0,2002,NA,l8DKPopc-98C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,What Determines the Quality of Institutions?,"M Woolcock, J Ritzen, J Ritzen",Development,,0,2002,NA,xBbUbSzpRCkC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Social capital and poverty reduction,M Woolcock,Social capital in theory and practice: Reducing poverty by building …,,0,2002,NA,4xIGDXbuNMYC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Natural resources and conflict: What can we do?,"G Busby, J Isham, L Pritchett, M Woolcock","Natural Resources and Violent Conflict. Washington, DC: The World Bank",,0,2002,NA,FiytvqdAVhgC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Everything for Sale: The Virtues and Limits of Markets (review),M Woolcock,International Journal of Organizational Analysis,"5, 410-415",0,1997,NA,WHdLCjDvYFkC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Instructional assessment in higher education,"M Al-Barwani, L Barber, W Harper, LE Hartmann, N Hill, RS More, ...",Brown University: Sheridan Center,,0,1997,NA,ruyezt5ZtCIC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,From Columbus to ConAgra: The Globalization of Agriculture and Food (review),M Woolcock,Contemporary Sociology,"25 (5), 599-600",0,1996,NA,yHo2-vvHkLQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,The New Urban Sociology (review),M Woolcock,Teaching Sociology,"23 (1), 79-82",0,1995,NA,7wO8s98CvbsC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Group-based financial institutions for the poor: A sustainable economic development strategy?,MJV Woolcock,Center for the Comparative Study of Development,,0,1995,NA,ZHo1McVdvXMC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Economy and Society (review),MJV Woolcock,Acta Sociologica,"37 (3), 313-317",0,1994,NA,kw52XkFRtyQC
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,"Albrecht, Hans-Jörg, Rechtstatsachenforschung zum Strafverfahren–Empirische Untersuchungen zu Fragestellungen des Strafverfahrens zwischen 1990 und 2003, München 2005. Alemanno …","A Alemanno, R Allen, M Pardo, N Almendares, P Le Bihan, K Andová, ...",University Law Review,"97, 2003",0,1769,NA,H_lu47GSfL8C
Poverty and Inequality,Michael Woolcock,2Zrq3q4AAAAJ,Sign in to an additional subscriber account,"M Andrews, RH Bates, M Cammett, N Cheeseman, JA Cheibub, ...",,,0,NA,NA,OCfQP8wG_bYC
